test/water/frame_00002.jpg: true 1, predicted 0
test/no_water/frame_00958.jpg: true 0, predicted 1
test/no_water/frame_00959.jpg: true 0, predicted 1
test/no_water/frame_00960.jpg: true 0, predicted 1
test/no_water/frame_00961.jpg: true 0, predicted 1
test/no_water/frame_00962.jpg: true 0, predicted 1
test/no_water/frame_00963.jpg: true 0, predicted 1
test/no_water/frame_00964.jpg: true 0, predicted 1
test/no_water/frame_00965.jpg: true 0, predicted 1
test/no_water/frame_00966.jpg: true 0, predicted 1
test/no_water/frame_00967.jpg: true 0, predicted 1
test/no_water/frame_00968.jpg: true 0, predicted 1
test/no_water/frame_00969.jpg: true 0, predicted 1
test/no_water/frame_00970.jpg: true 0, predicted 1
test/no_water/frame_00971.jpg: true 0, predicted 1
test/no_water/frame_00972.jpg: true 0, predicted 1
test/no_water/frame_00973.jpg: true 0, predicted 1
test/no_water/frame_00974.jpg: true 0, predicted 1
test/no_water/frame_00975.jpg: true 0, predicted 1
test/no_water/frame_00976.jpg: true 0, predicted 1
test/no_water/frame_00977.jpg: true 0, predicted 1
test/no_water/frame_00978.jpg: true 0, predicted 1
test/no_water/frame_00979.jpg: true 0, predicted 1
test/no_water/frame_00980.jpg: true 0, predicted 1
test/no_water/frame_00981.jpg: true 0, predicted 1
test/no_water/frame_00982.jpg: true 0, predicted 1
test/no_water/frame_00983.jpg: true 0, predicted 1
test/no_water/frame_00984.jpg: true 0, predicted 1
test/no_water/frame_00985.jpg: true 0, predicted 1
test/no_water/frame_00986.jpg: true 0, predicted 1
test/no_water/frame_00987.jpg: true 0, predicted 1
test/no_water/frame_00988.jpg: true 0, predicted 1
test/no_water/frame_00989.jpg: true 0, predicted 1
test/no_water/frame_00990.jpg: true 0, predicted 1
test/no_water/frame_00991.jpg: true 0, predicted 1
test/no_water/frame_00992.jpg: true 0, predicted 1
test/no_water/frame_00993.jpg: true 0, predicted 1
test/no_water/frame_00994.jpg: true 0, predicted 1
test/no_water/frame_00995.jpg: true 0, predicted 1
test/no_water/frame_00996.jpg: true 0, predicted 1
test/no_water/frame_00997.jpg: true 0, predicted 1
test/no_water/frame_00998.jpg: true 0, predicted 1
test/no_water/frame_00999.jpg: true 0, predicted 1
test/no_water/frame_01000.jpg: true 0, predicted 1
test/no_water/frame_01001.jpg: true 0, predicted 1
test/no_water/frame_01002.jpg: true 0, predicted 1
test/no_water/frame_01003.jpg: true 0, predicted 1
test/no_water/frame_01004.jpg: true 0, predicted 1
test/no_water/frame_01005.jpg: true 0, predicted 1
test/no_water/frame_01006.jpg: true 0, predicted 1
test/no_water/frame_01007.jpg: true 0, predicted 1
test/no_water/frame_01008.jpg: true 0, predicted 1
test/no_water/frame_01009.jpg: true 0, predicted 1
test/no_water/frame_01010.jpg: true 0, predicted 1
test/no_water/frame_01011.jpg: true 0, predicted 1
test/no_water/frame_01012.jpg: true 0, predicted 1
test/no_water/frame_01013.jpg: true 0, predicted 1
test/no_water/frame_01014.jpg: true 0, predicted 1
test/no_water/frame_01015.jpg: true 0, predicted 1
test/no_water/frame_01016.jpg: true 0, predicted 1
test/no_water/frame_01017.jpg: true 0, predicted 1
test/no_water/frame_01018.jpg: true 0, predicted 1
test/no_water/frame_01019.jpg: true 0, predicted 1
test/no_water/frame_01020.jpg: true 0, predicted 1
test/no_water/frame_01021.jpg: true 0, predicted 1
test/no_water/frame_01022.jpg: true 0, predicted 1
test/no_water/frame_01023.jpg: true 0, predicted 1
test/no_water/frame_01024.jpg: true 0, predicted 1
test/no_water/frame_01025.jpg: true 0, predicted 1
test/no_water/frame_01026.jpg: true 0, predicted 1
test/no_water/frame_01027.jpg: true 0, predicted 1
test/no_water/frame_01028.jpg: true 0, predicted 1
test/no_water/frame_01029.jpg: true 0, predicted 1
test/no_water/frame_01030.jpg: true 0, predicted 1
test/no_water/frame_01031.jpg: true 0, predicted 1
test/no_water/frame_01032.jpg: true 0, predicted 1
test/no_water/frame_01033.jpg: true 0, predicted 1
test/no_water/frame_01034.jpg: true 0, predicted 1
test/no_water/frame_01035.jpg: true 0, predicted 1
test/no_water/frame_01036.jpg: true 0, predicted 1
test/no_water/frame_01037.jpg: true 0, predicted 1
test/no_water/frame_01038.jpg: true 0, predicted 1
test/no_water/frame_01039.jpg: true 0, predicted 1
test/no_water/frame_01040.jpg: true 0, predicted 1
test/no_water/frame_01041.jpg: true 0, predicted 1
test/no_water/frame_01042.jpg: true 0, predicted 1
test/no_water/frame_01043.jpg: true 0, predicted 1
test/no_water/frame_01044.jpg: true 0, predicted 1
test/no_water/frame_01045.jpg: true 0, predicted 0
test/no_water/frame_01046.jpg: true 0, predicted 1
test/no_water/frame_01047.jpg: true 0, predicted 1
test/no_water/frame_01048.jpg: true 0, predicted 0
test/no_water/frame_01049.jpg: true 0, predicted 0
test/no_water/frame_01050.jpg: true 0, predicted 0
test/no_water/frame_01051.jpg: true 0, predicted 0
test/no_water/frame_01052.jpg: true 0, predicted 0
test/no_water/frame_01053.jpg: true 0, predicted 0
test/no_water/frame_01054.jpg: true 0, predicted 0
test/no_water/frame_01055.jpg: true 0, predicted 0
test/no_water/frame_01056.jpg: true 0, predicted 0
test/no_water/frame_01057.jpg: true 0, predicted 0
test/no_water/frame_01058.jpg: true 0, predicted 0
test/no_water/frame_01059.jpg: true 0, predicted 0
test/no_water/frame_01060.jpg: true 0, predicted 0
test/no_water/frame_01061.jpg: true 0, predicted 0
test/no_water/frame_01062.jpg: true 0, predicted 0
test/no_water/frame_01063.jpg: true 0, predicted 0
test/no_water/frame_01064.jpg: true 0, predicted 0
test/no_water/frame_01065.jpg: true 0, predicted 0
test/no_water/frame_01066.jpg: true 0, predicted 0
test/no_water/frame_01067.jpg: true 0, predicted 0
test/no_water/frame_01068.jpg: true 0, predicted 0
test/no_water/frame_01069.jpg: true 0, predicted 0
test/no_water/frame_01070.jpg: true 0, predicted 0
test/no_water/frame_01071.jpg: true 0, predicted 0
test/no_water/frame_01072.jpg: true 0, predicted 0
test/no_water/frame_01073.jpg: true 0, predicted 0
test/no_water/frame_01074.jpg: true 0, predicted 0
test/no_water/frame_01075.jpg: true 0, predicted 0
test/no_water/frame_01076.jpg: true 0, predicted 0
test/no_water/frame_01077.jpg: true 0, predicted 0
test/no_water/frame_01078.jpg: true 0, predicted 0
test/no_water/frame_01079.jpg: true 0, predicted 0
test/no_water/frame_01080.jpg: true 0, predicted 0
test/no_water/frame_01081.jpg: true 0, predicted 0
test/no_water/frame_01082.jpg: true 0, predicted 0
test/no_water/frame_01083.jpg: true 0, predicted 0
test/no_water/frame_01084.jpg: true 0, predicted 0
test/no_water/frame_01085.jpg: true 0, predicted 0
test/no_water/frame_01086.jpg: true 0, predicted 0
test/no_water/frame_01087.jpg: true 0, predicted 0
test/no_water/frame_01088.jpg: true 0, predicted 0
test/no_water/frame_01089.jpg: true 0, predicted 0
test/no_water/frame_01090.jpg: true 0, predicted 0
test/no_water/frame_01091.jpg: true 0, predicted 0
test/no_water/frame_01092.jpg: true 0, predicted 0
test/no_water/frame_01093.jpg: true 0, predicted 0
test/no_water/frame_01094.jpg: true 0, predicted 0
test/no_water/frame_01095.jpg: true 0, predicted 0
test/no_water/frame_01096.jpg: true 0, predicted 0
test/no_water/frame_01097.jpg: true 0, predicted 0
test/no_water/frame_01098.jpg: true 0, predicted 0
test/no_water/frame_01099.jpg: true 0, predicted 0
test/no_water/frame_01100.jpg: true 0, predicted 0
test/no_water/frame_01101.jpg: true 0, predicted 0
test/no_water/frame_01102.jpg: true 0, predicted 0
test/no_water/frame_01103.jpg: true 0, predicted 0
test/no_water/frame_01104.jpg: true 0, predicted 0
test/no_water/frame_01105.jpg: true 0, predicted 0
test/no_water/frame_01106.jpg: true 0, predicted 0
test/no_water/frame_01107.jpg: true 0, predicted 0
test/no_water/frame_01108.jpg: true 0, predicted 0
test/no_water/frame_01109.jpg: true 0, predicted 0
test/no_water/frame_01110.jpg: true 0, predicted 0
test/no_water/frame_01111.jpg: true 0, predicted 0
test/no_water/frame_01112.jpg: true 0, predicted 0
test/no_water/frame_01113.jpg: true 0, predicted 0
test/no_water/frame_01114.jpg: true 0, predicted 0
test/no_water/frame_01115.jpg: true 0, predicted 0
test/no_water/frame_01116.jpg: true 0, predicted 0
test/no_water/frame_01117.jpg: true 0, predicted 0
test/no_water/frame_01118.jpg: true 0, predicted 0
test/no_water/frame_01119.jpg: true 0, predicted 0
test/no_water/frame_01120.jpg: true 0, predicted 0
test/no_water/frame_01121.jpg: true 0, predicted 0
test/no_water/frame_01122.jpg: true 0, predicted 0
test/no_water/frame_01123.jpg: true 0, predicted 0
test/no_water/frame_01124.jpg: true 0, predicted 0
test/no_water/frame_01125.jpg: true 0, predicted 0
test/no_water/frame_01126.jpg: true 0, predicted 0
test/no_water/frame_01127.jpg: true 0, predicted 0
test/no_water/frame_01128.jpg: true 0, predicted 0
test/no_water/frame_01129.jpg: true 0, predicted 0
test/no_water/frame_01130.jpg: true 0, predicted 0
test/no_water/frame_01131.jpg: true 0, predicted 0
test/no_water/frame_01132.jpg: true 0, predicted 0
test/no_water/frame_01133.jpg: true 0, predicted 0
test/no_water/frame_01134.jpg: true 0, predicted 0
test/no_water/frame_01135.jpg: true 0, predicted 0
test/no_water/frame_01136.jpg: true 0, predicted 0
test/no_water/frame_01137.jpg: true 0, predicted 0
test/no_water/frame_01138.jpg: true 0, predicted 0
test/no_water/frame_01139.jpg: true 0, predicted 0
test/no_water/frame_01140.jpg: true 0, predicted 0
test/no_water/frame_01141.jpg: true 0, predicted 0
test/no_water/frame_01142.jpg: true 0, predicted 0
test/no_water/frame_01143.jpg: true 0, predicted 0
test/no_water/frame_01144.jpg: true 0, predicted 0
test/no_water/frame_01145.jpg: true 0, predicted 0
test/no_water/frame_01146.jpg: true 0, predicted 0
test/no_water/frame_01147.jpg: true 0, predicted 0
test/no_water/frame_01148.jpg: true 0, predicted 0
test/no_water/frame_01149.jpg: true 0, predicted 0
test/no_water/frame_01150.jpg: true 0, predicted 0
test/no_water/frame_01151.jpg: true 0, predicted 0
test/no_water/frame_01152.jpg: true 0, predicted 0
test/no_water/frame_01153.jpg: true 0, predicted 0
test/no_water/frame_01154.jpg: true 0, predicted 0
test/no_water/frame_01155.jpg: true 0, predicted 0
test/no_water/frame_01156.jpg: true 0, predicted 0
test/no_water/frame_01157.jpg: true 0, predicted 0
test/no_water/frame_01158.jpg: true 0, predicted 0
test/no_water/frame_01159.jpg: true 0, predicted 0
test/no_water/frame_01160.jpg: true 0, predicted 0
test/no_water/frame_01161.jpg: true 0, predicted 0
test/no_water/frame_01162.jpg: true 0, predicted 0
test/no_water/frame_01163.jpg: true 0, predicted 0
test/no_water/frame_01164.jpg: true 0, predicted 0
test/no_water/frame_01165.jpg: true 0, predicted 0
test/no_water/frame_01166.jpg: true 0, predicted 0
test/no_water/frame_01167.jpg: true 0, predicted 0
test/no_water/frame_01168.jpg: true 0, predicted 0
test/no_water/frame_01169.jpg: true 0, predicted 0
test/no_water/frame_01170.jpg: true 0, predicted 0
test/no_water/frame_01171.jpg: true 0, predicted 0
test/no_water/frame_01172.jpg: true 0, predicted 0
test/no_water/frame_01173.jpg: true 0, predicted 0
test/no_water/frame_01174.jpg: true 0, predicted 0
test/no_water/frame_01175.jpg: true 0, predicted 0
test/no_water/frame_01176.jpg: true 0, predicted 0
test/no_water/frame_01177.jpg: true 0, predicted 0
test/no_water/frame_01178.jpg: true 0, predicted 0
test/no_water/frame_01179.jpg: true 0, predicted 0
test/no_water/frame_01180.jpg: true 0, predicted 0
test/no_water/frame_01181.jpg: true 0, predicted 0
test/no_water/frame_01182.jpg: true 0, predicted 0
test/no_water/frame_01183.jpg: true 0, predicted 0
test/no_water/frame_01184.jpg: true 0, predicted 0
test/no_water/frame_01185.jpg: true 0, predicted 0
test/no_water/frame_01186.jpg: true 0, predicted 0
test/no_water/frame_01187.jpg: true 0, predicted 0
test/no_water/frame_01188.jpg: true 0, predicted 0
test/no_water/frame_01189.jpg: true 0, predicted 0
test/no_water/frame_01190.jpg: true 0, predicted 0
test/no_water/frame_01191.jpg: true 0, predicted 0
test/no_water/frame_01192.jpg: true 0, predicted 0
test/no_water/frame_01193.jpg: true 0, predicted 0
test/no_water/frame_01194.jpg: true 0, predicted 0
test/no_water/frame_01195.jpg: true 0, predicted 0
test/no_water/frame_01196.jpg: true 0, predicted 0
test/no_water/frame_01197.jpg: true 0, predicted 0
test/no_water/frame_01198.jpg: true 0, predicted 0
test/no_water/frame_01199.jpg: true 0, predicted 0
test/no_water/frame_01200.jpg: true 0, predicted 0
test/no_water/frame_01201.jpg: true 0, predicted 0
test/no_water/frame_01202.jpg: true 0, predicted 0
test/no_water/frame_01203.jpg: true 0, predicted 0
test/no_water/frame_01204.jpg: true 0, predicted 0
test/no_water/frame_01205.jpg: true 0, predicted 0
test/no_water/frame_01206.jpg: true 0, predicted 0
test/no_water/frame_01207.jpg: true 0, predicted 0
test/no_water/frame_01208.jpg: true 0, predicted 0
test/no_water/frame_01209.jpg: true 0, predicted 0
test/no_water/frame_01210.jpg: true 0, predicted 0
test/no_water/frame_01211.jpg: true 0, predicted 0
test/no_water/frame_01212.jpg: true 0, predicted 0
test/no_water/frame_01213.jpg: true 0, predicted 0
test/no_water/frame_01214.jpg: true 0, predicted 0
test/no_water/frame_01215.jpg: true 0, predicted 0
test/no_water/frame_01216.jpg: true 0, predicted 0
test/no_water/frame_01217.jpg: true 0, predicted 0
test/no_water/frame_01218.jpg: true 0, predicted 0
test/no_water/frame_01219.jpg: true 0, predicted 0
test/no_water/frame_01220.jpg: true 0, predicted 0
test/no_water/frame_01221.jpg: true 0, predicted 0
test/no_water/frame_01222.jpg: true 0, predicted 0
test/no_water/frame_01223.jpg: true 0, predicted 0
test/no_water/frame_01224.jpg: true 0, predicted 0
test/no_water/frame_01225.jpg: true 0, predicted 0
test/no_water/frame_01226.jpg: true 0, predicted 0
test/no_water/frame_01227.jpg: true 0, predicted 0
test/no_water/frame_01228.jpg: true 0, predicted 0
test/no_water/frame_01229.jpg: true 0, predicted 0
test/no_water/frame_01230.jpg: true 0, predicted 0
test/no_water/frame_01231.jpg: true 0, predicted 0
test/no_water/frame_01232.jpg: true 0, predicted 0
test/no_water/frame_01233.jpg: true 0, predicted 0
test/no_water/frame_01234.jpg: true 0, predicted 0
test/no_water/frame_01235.jpg: true 0, predicted 0
test/no_water/frame_01236.jpg: true 0, predicted 0
test/no_water/frame_01237.jpg: true 0, predicted 0
test/no_water/frame_01238.jpg: true 0, predicted 0
test/no_water/frame_01239.jpg: true 0, predicted 0
test/no_water/frame_01240.jpg: true 0, predicted 0
test/no_water/frame_01241.jpg: true 0, predicted 0
test/no_water/frame_01242.jpg: true 0, predicted 0
test/no_water/frame_01243.jpg: true 0, predicted 0
test/no_water/frame_01244.jpg: true 0, predicted 0
test/no_water/frame_01245.jpg: true 0, predicted 0
test/no_water/frame_01246.jpg: true 0, predicted 0
test/no_water/frame_01247.jpg: true 0, predicted 0
test/no_water/frame_01248.jpg: true 0, predicted 0
test/no_water/frame_01249.jpg: true 0, predicted 0
test/no_water/frame_01250.jpg: true 0, predicted 0
test/no_water/frame_01251.jpg: true 0, predicted 0
test/no_water/frame_01252.jpg: true 0, predicted 0
test/no_water/frame_01253.jpg: true 0, predicted 0
test/no_water/frame_01254.jpg: true 0, predicted 0
test/no_water/frame_01255.jpg: true 0, predicted 0
test/no_water/frame_01256.jpg: true 0, predicted 0
test/no_water/frame_01257.jpg: true 0, predicted 0
test/no_water/frame_01258.jpg: true 0, predicted 0
test/no_water/frame_01259.jpg: true 0, predicted 0
test/no_water/frame_01260.jpg: true 0, predicted 0
test/no_water/frame_01261.jpg: true 0, predicted 0
test/no_water/frame_01262.jpg: true 0, predicted 0
test/no_water/frame_01263.jpg: true 0, predicted 0
test/no_water/frame_01264.jpg: true 0, predicted 0
test/no_water/frame_01265.jpg: true 0, predicted 0
test/no_water/frame_01266.jpg: true 0, predicted 0
test/no_water/frame_01267.jpg: true 0, predicted 0
test/no_water/frame_01268.jpg: true 0, predicted 0
test/no_water/frame_01269.jpg: true 0, predicted 0
test/no_water/frame_01270.jpg: true 0, predicted 0
test/no_water/frame_01271.jpg: true 0, predicted 0
test/no_water/frame_01272.jpg: true 0, predicted 0
test/no_water/frame_01273.jpg: true 0, predicted 0
test/no_water/frame_01274.jpg: true 0, predicted 0
test/no_water/frame_01275.jpg: true 0, predicted 0
test/no_water/frame_01276.jpg: true 0, predicted 0
test/no_water/frame_01277.jpg: true 0, predicted 0
test/no_water/frame_01278.jpg: true 0, predicted 0
test/no_water/frame_01279.jpg: true 0, predicted 0
test/no_water/frame_01280.jpg: true 0, predicted 0
test/no_water/frame_01281.jpg: true 0, predicted 0
test/no_water/frame_01282.jpg: true 0, predicted 0
test/no_water/frame_01283.jpg: true 0, predicted 0
test/no_water/frame_01284.jpg: true 0, predicted 0
test/no_water/frame_01285.jpg: true 0, predicted 0
test/no_water/frame_01286.jpg: true 0, predicted 0
test/no_water/frame_01287.jpg: true 0, predicted 0
test/no_water/frame_01288.jpg: true 0, predicted 0
test/no_water/frame_01289.jpg: true 0, predicted 0
test/no_water/frame_01290.jpg: true 0, predicted 0
test/no_water/frame_01291.jpg: true 0, predicted 0
test/no_water/frame_01292.jpg: true 0, predicted 0
test/no_water/frame_01293.jpg: true 0, predicted 0
test/no_water/frame_01294.jpg: true 0, predicted 0
test/no_water/frame_01295.jpg: true 0, predicted 0
test/no_water/frame_01296.jpg: true 0, predicted 0
test/no_water/frame_01297.jpg: true 0, predicted 0
test/no_water/frame_01298.jpg: true 0, predicted 0
test/no_water/frame_01299.jpg: true 0, predicted 0
test/no_water/frame_01300.jpg: true 0, predicted 0
test/no_water/frame_01301.jpg: true 0, predicted 0
test/no_water/frame_01302.jpg: true 0, predicted 0
test/no_water/frame_01303.jpg: true 0, predicted 0
test/no_water/frame_01304.jpg: true 0, predicted 0
test/no_water/frame_01305.jpg: true 0, predicted 0
test/no_water/frame_01306.jpg: true 0, predicted 0
test/no_water/frame_01307.jpg: true 0, predicted 0
test/no_water/frame_01308.jpg: true 0, predicted 0
test/no_water/frame_01309.jpg: true 0, predicted 0
test/no_water/frame_01310.jpg: true 0, predicted 0
test/no_water/frame_01311.jpg: true 0, predicted 0
test/no_water/frame_01312.jpg: true 0, predicted 0
test/no_water/frame_01313.jpg: true 0, predicted 0
test/no_water/frame_01314.jpg: true 0, predicted 0
test/no_water/frame_01315.jpg: true 0, predicted 0
test/no_water/frame_01316.jpg: true 0, predicted 0
test/no_water/frame_01317.jpg: true 0, predicted 0
test/no_water/frame_01318.jpg: true 0, predicted 0
test/no_water/frame_01319.jpg: true 0, predicted 0
test/no_water/frame_01320.jpg: true 0, predicted 0
test/no_water/frame_01321.jpg: true 0, predicted 0
test/no_water/frame_01322.jpg: true 0, predicted 0
test/no_water/frame_01323.jpg: true 0, predicted 0
test/no_water/frame_01324.jpg: true 0, predicted 0
test/no_water/frame_01325.jpg: true 0, predicted 0
test/no_water/frame_01326.jpg: true 0, predicted 0
test/no_water/frame_01327.jpg: true 0, predicted 0
test/no_water/frame_01328.jpg: true 0, predicted 0
test/no_water/frame_01329.jpg: true 0, predicted 0
test/no_water/frame_01330.jpg: true 0, predicted 0
test/no_water/frame_01331.jpg: true 0, predicted 0
test/no_water/frame_01332.jpg: true 0, predicted 0
test/no_water/frame_01333.jpg: true 0, predicted 0
test/no_water/frame_01334.jpg: true 0, predicted 0
test/no_water/frame_01335.jpg: true 0, predicted 0
test/no_water/frame_01336.jpg: true 0, predicted 0
test/no_water/frame_01337.jpg: true 0, predicted 0
test/no_water/frame_01338.jpg: true 0, predicted 0
test/no_water/frame_01339.jpg: true 0, predicted 0
test/no_water/frame_01340.jpg: true 0, predicted 0
test/no_water/frame_01341.jpg: true 0, predicted 0
test/no_water/frame_01342.jpg: true 0, predicted 0
test/no_water/frame_01343.jpg: true 0, predicted 0
test/no_water/frame_01344.jpg: true 0, predicted 0
test/no_water/frame_01345.jpg: true 0, predicted 0
test/no_water/frame_01346.jpg: true 0, predicted 0
test/no_water/frame_01347.jpg: true 0, predicted 0
test/no_water/frame_01348.jpg: true 0, predicted 0
test/no_water/frame_01349.jpg: true 0, predicted 0
test/no_water/frame_01350.jpg: true 0, predicted 0
test/no_water/frame_01351.jpg: true 0, predicted 0
test/no_water/frame_01352.jpg: true 0, predicted 0
test/no_water/frame_01353.jpg: true 0, predicted 0
test/no_water/frame_01354.jpg: true 0, predicted 0
test/no_water/frame_01355.jpg: true 0, predicted 0
test/no_water/frame_01356.jpg: true 0, predicted 0
test/no_water/frame_01357.jpg: true 0, predicted 0
test/no_water/frame_01358.jpg: true 0, predicted 0
test/no_water/frame_01359.jpg: true 0, predicted 0
test/no_water/frame_01360.jpg: true 0, predicted 0
test/no_water/frame_01361.jpg: true 0, predicted 0
test/no_water/frame_01362.jpg: true 0, predicted 0
test/no_water/frame_01363.jpg: true 0, predicted 0
test/no_water/frame_01364.jpg: true 0, predicted 0
test/no_water/frame_01365.jpg: true 0, predicted 0
test/no_water/frame_01366.jpg: true 0, predicted 0
test/no_water/frame_01367.jpg: true 0, predicted 0
test/no_water/frame_01368.jpg: true 0, predicted 0
test/no_water/frame_01369.jpg: true 0, predicted 0
test/no_water/frame_01370.jpg: true 0, predicted 0
test/no_water/frame_01371.jpg: true 0, predicted 0
test/no_water/frame_01372.jpg: true 0, predicted 0
test/no_water/frame_01373.jpg: true 0, predicted 0
test/no_water/frame_01374.jpg: true 0, predicted 0
test/no_water/frame_01375.jpg: true 0, predicted 0
test/no_water/frame_01376.jpg: true 0, predicted 0
test/no_water/frame_01377.jpg: true 0, predicted 0
test/no_water/frame_01378.jpg: true 0, predicted 0
test/no_water/frame_01379.jpg: true 0, predicted 0
test/no_water/frame_01380.jpg: true 0, predicted 0
test/no_water/frame_01381.jpg: true 0, predicted 0
test/no_water/frame_01382.jpg: true 0, predicted 0
test/no_water/frame_01383.jpg: true 0, predicted 0
test/no_water/frame_01384.jpg: true 0, predicted 0
test/no_water/frame_01385.jpg: true 0, predicted 0
test/no_water/frame_01386.jpg: true 0, predicted 0
test/no_water/frame_01387.jpg: true 0, predicted 0
test/no_water/frame_01388.jpg: true 0, predicted 0
test/no_water/frame_01389.jpg: true 0, predicted 0
test/no_water/frame_01390.jpg: true 0, predicted 0
test/no_water/frame_01391.jpg: true 0, predicted 0
test/no_water/frame_01392.jpg: true 0, predicted 0
test/no_water/frame_01393.jpg: true 0, predicted 0
test/no_water/frame_01394.jpg: true 0, predicted 0
test/no_water/frame_01395.jpg: true 0, predicted 0
test/no_water/frame_01396.jpg: true 0, predicted 0
test/no_water/frame_01397.jpg: true 0, predicted 0
test/no_water/frame_01398.jpg: true 0, predicted 0
test/no_water/frame_01399.jpg: true 0, predicted 0
test/no_water/frame_01400.jpg: true 0, predicted 0
test/no_water/frame_01401.jpg: true 0, predicted 0
test/no_water/frame_01402.jpg: true 0, predicted 0
test/no_water/frame_01403.jpg: true 0, predicted 0
test/no_water/frame_01404.jpg: true 0, predicted 0
test/no_water/frame_01405.jpg: true 0, predicted 0
test/no_water/frame_01406.jpg: true 0, predicted 0
test/no_water/frame_01407.jpg: true 0, predicted 0
test/no_water/frame_01408.jpg: true 0, predicted 0
test/no_water/frame_01409.jpg: true 0, predicted 0
test/no_water/frame_01410.jpg: true 0, predicted 0
test/no_water/frame_01411.jpg: true 0, predicted 0
test/no_water/frame_01412.jpg: true 0, predicted 0
test/no_water/frame_01413.jpg: true 0, predicted 0
test/no_water/frame_01414.jpg: true 0, predicted 0
test/no_water/frame_01415.jpg: true 0, predicted 0
test/no_water/frame_01416.jpg: true 0, predicted 0
test/no_water/frame_01417.jpg: true 0, predicted 0
test/no_water/frame_01418.jpg: true 0, predicted 0
test/no_water/frame_01419.jpg: true 0, predicted 0
test/no_water/frame_01420.jpg: true 0, predicted 0
test/no_water/frame_01421.jpg: true 0, predicted 0
test/no_water/frame_01422.jpg: true 0, predicted 0
test/no_water/frame_01423.jpg: true 0, predicted 0
test/no_water/frame_01424.jpg: true 0, predicted 0
test/no_water/frame_01425.jpg: true 0, predicted 0
test/no_water/frame_01426.jpg: true 0, predicted 0
test/no_water/frame_01427.jpg: true 0, predicted 0
test/no_water/frame_01428.jpg: true 0, predicted 0
test/no_water/frame_01429.jpg: true 0, predicted 0
test/no_water/frame_01430.jpg: true 0, predicted 0
test/no_water/frame_01431.jpg: true 0, predicted 0
test/no_water/frame_01432.jpg: true 0, predicted 0
test/no_water/frame_01433.jpg: true 0, predicted 0
test/no_water/frame_01434.jpg: true 0, predicted 0
test/no_water/frame_01435.jpg: true 0, predicted 0
test/no_water/frame_01436.jpg: true 0, predicted 0
test/no_water/frame_01437.jpg: true 0, predicted 0
test/no_water/frame_01438.jpg: true 0, predicted 0
test/no_water/frame_01439.jpg: true 0, predicted 0
test/no_water/frame_01440.jpg: true 0, predicted 0
test/no_water/frame_01441.jpg: true 0, predicted 0
test/no_water/frame_01442.jpg: true 0, predicted 0
test/no_water/frame_01443.jpg: true 0, predicted 0
test/no_water/frame_01444.jpg: true 0, predicted 0
test/no_water/frame_01445.jpg: true 0, predicted 0
test/no_water/frame_01446.jpg: true 0, predicted 0
test/no_water/frame_01447.jpg: true 0, predicted 0
test/no_water/frame_01448.jpg: true 0, predicted 0
test/no_water/frame_01449.jpg: true 0, predicted 0
test/no_water/frame_01450.jpg: true 0, predicted 0
test/no_water/frame_01451.jpg: true 0, predicted 0
test/no_water/frame_01452.jpg: true 0, predicted 0
test/no_water/frame_01453.jpg: true 0, predicted 0
test/no_water/frame_01454.jpg: true 0, predicted 0
test/no_water/frame_01455.jpg: true 0, predicted 0
test/no_water/frame_01456.jpg: true 0, predicted 0
test/no_water/frame_01457.jpg: true 0, predicted 0
test/no_water/frame_01458.jpg: true 0, predicted 0
test/no_water/frame_01459.jpg: true 0, predicted 0
test/no_water/frame_01460.jpg: true 0, predicted 0
test/no_water/frame_01461.jpg: true 0, predicted 0
test/no_water/frame_01462.jpg: true 0, predicted 0
test/no_water/frame_01463.jpg: true 0, predicted 0
test/no_water/frame_01464.jpg: true 0, predicted 0
test/no_water/frame_01465.jpg: true 0, predicted 0
test/no_water/frame_01466.jpg: true 0, predicted 0
test/no_water/frame_01467.jpg: true 0, predicted 0
test/no_water/frame_01468.jpg: true 0, predicted 0
test/no_water/frame_01469.jpg: true 0, predicted 0
test/no_water/frame_01470.jpg: true 0, predicted 0
test/no_water/frame_01471.jpg: true 0, predicted 0
test/no_water/frame_01472.jpg: true 0, predicted 0
test/no_water/frame_01473.jpg: true 0, predicted 0
test/no_water/frame_01474.jpg: true 0, predicted 0
test/no_water/frame_01475.jpg: true 0, predicted 0
test/no_water/frame_01476.jpg: true 0, predicted 0
test/no_water/frame_01477.jpg: true 0, predicted 0
test/no_water/frame_01478.jpg: true 0, predicted 0
test/no_water/frame_01479.jpg: true 0, predicted 0
test/no_water/frame_01480.jpg: true 0, predicted 0
test/no_water/frame_01481.jpg: true 0, predicted 0
test/no_water/frame_01482.jpg: true 0, predicted 0
test/no_water/frame_01483.jpg: true 0, predicted 0
test/no_water/frame_01484.jpg: true 0, predicted 0
test/no_water/frame_01485.jpg: true 0, predicted 0
test/no_water/frame_01486.jpg: true 0, predicted 0
test/no_water/frame_01487.jpg: true 0, predicted 0
test/no_water/frame_01488.jpg: true 0, predicted 0
test/no_water/frame_01489.jpg: true 0, predicted 0
test/no_water/frame_01490.jpg: true 0, predicted 0
test/no_water/frame_01491.jpg: true 0, predicted 0
test/no_water/frame_01492.jpg: true 0, predicted 0
test/no_water/frame_01493.jpg: true 0, predicted 0
test/no_water/frame_01494.jpg: true 0, predicted 0
